temperature_2m (°C),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),wind_speed_10m (km/h),weather_description,datetime,year_month,day,week,hour
-2.2,0.0,0.0,0.12,0,7.5,Fair,2023-06-06 00:00:00,2023-06,6,Tuesday,0
0.5,0.0,0.0,0.12,0,6.7,Fair,2023-06-06 01:00:00,2023-06,6,Tuesday,1
3.3,0.0,0.0,0.12,0,5.5,Fair,2023-06-06 02:00:00,2023-06,6,Tuesday,2
5.8,0.0,0.0,0.12,0,5.6,Fair,2023-06-06 03:00:00,2023-06,6,Tuesday,3
10.4,0.0,0.0,0.12,0,3.1,Fair,2023-06-06 04:00:00,2023-06,6,Tuesday,4
9.9,0.0,0.0,0.11,0,3.3,Fair,2023-06-06 05:00:00,2023-06,6,Tuesday,5
10.5,0.0,0.0,0.11,1,4.7,Mainly Clear,2023-06-06 06:00:00,2023-06,6,Tuesday,6
9.2,0.2,0.0,0.1,51,4.7,Light Drizzle,2023-06-06 07:00:00,2023-06,6,Tuesday,7
8.6,0.0,0.0,0.1,1,4.2,Mainly Clear,2023-06-06 08:00:00,2023-06,6,Tuesday,8
7.9,0.0,0.0,0.09,1,4.6,Mainly Clear,2023-06-06 09:00:00,2023-06,6,Tuesday,9
8.5,0.0,0.0,0.09,1,4.4,Mainly Clear,2023-06-06 10:00:00,2023-06,6,Tuesday,10
6.7,0.0,0.0,0.09,2,5.8,Partly Cloudy,2023-06-06 11:00:00,2023-06,6,Tuesday,11
10.4,0.0,0.0,0.08,1,4.2,Mainly Clear,2023-06-06 12:00:00,2023-06,6,Tuesday,12
9.1,0.0,0.0,0.08,1,3.4,Mainly Clear,2023-06-06 13:00:00,2023-06,6,Tuesday,13
5.1,0.0,0.0,0.08,1,3.3,Mainly Clear,2023-06-06 14:00:00,2023-06,6,Tuesday,14
2.0,0.0,0.0,0.08,0,3.7,Fair,2023-06-06 15:00:00,2023-06,6,Tuesday,15
-0.2,0.0,0.0,0.08,0,4.9,Fair,2023-06-06 16:00:00,2023-06,6,Tuesday,16
-1.1,0.0,0.0,0.08,0,6.4,Fair,2023-06-06 17:00:00,2023-06,6,Tuesday,17
-1.2,0.0,0.0,0.08,0,6.4,Fair,2023-06-06 18:00:00,2023-06,6,Tuesday,18
-1.4,0.0,0.0,0.08,0,6.6,Fair,2023-06-06 19:00:00,2023-06,6,Tuesday,19
-1.6,0.0,0.0,0.08,0,7.1,Fair,2023-06-06 20:00:00,2023-06,6,Tuesday,20
-1.7,0.0,0.0,0.08,0,7.1,Fair,2023-06-06 21:00:00,2023-06,6,Tuesday,21
-1.9,0.0,0.0,0.08,0,6.6,Fair,2023-06-06 22:00:00,2023-06,6,Tuesday,22
-1.8,0.0,0.0,0.08,0,5.9,Fair,2023-06-06 23:00:00,2023-06,6,Tuesday,23
-2.1,0.0,0.0,0.08,0,8.9,Fair,2023-06-07 00:00:00,2023-06,7,Wednesday,0
0.6,0.0,0.0,0.08,0,6.7,Fair,2023-06-07 01:00:00,2023-06,7,Wednesday,1
3.3,0.0,0.0,0.08,0,5.8,Fair,2023-06-07 02:00:00,2023-06,7,Wednesday,2
6.3,0.0,0.0,0.08,0,5.5,Fair,2023-06-07 03:00:00,2023-06,7,Wednesday,3
10.9,0.0,0.0,0.08,0,3.1,Fair,2023-06-07 04:00:00,2023-06,7,Wednesday,4
11.9,0.0,0.0,0.07,1,0.5,Mainly Clear,2023-06-07 05:00:00,2023-06,7,Wednesday,5
9.8,0.0,0.0,0.07,1,4.2,Mainly Clear,2023-06-07 06:00:00,2023-06,7,Wednesday,6
11.2,0.0,0.0,0.06,1,3.9,Mainly Clear,2023-06-07 07:00:00,2023-06,7,Wednesday,7
11.4,0.0,0.0,0.06,1,5.0,Mainly Clear,2023-06-07 08:00:00,2023-06,7,Wednesday,8
10.0,0.0,0.0,0.06,2,4.7,Partly Cloudy,2023-06-07 09:00:00,2023-06,7,Wednesday,9
8.4,0.0,0.0,0.05,1,6.3,Mainly Clear,2023-06-07 10:00:00,2023-06,7,Wednesday,10
11.8,0.0,0.0,0.05,0,4.2,Fair,2023-06-07 11:00:00,2023-06,7,Wednesday,11
12.3,0.0,0.0,0.05,1,4.1,Mainly Clear,2023-06-07 12:00:00,2023-06,7,Wednesday,12
11.2,0.0,0.0,0.05,1,1.8,Mainly Clear,2023-06-07 13:00:00,2023-06,7,Wednesday,13
4.2,0.0,0.0,0.05,0,5.6,Fair,2023-06-07 14:00:00,2023-06,7,Wednesday,14
0.5,0.0,0.0,0.05,0,6.8,Fair,2023-06-07 15:00:00,2023-06,7,Wednesday,15
0.4,0.0,0.0,0.05,0,4.8,Fair,2023-06-07 16:00:00,2023-06,7,Wednesday,16
-0.3,0.0,0.0,0.05,0,4.0,Fair,2023-06-07 17:00:00,2023-06,7,Wednesday,17
-0.7,0.0,0.0,0.05,0,5.1,Fair,2023-06-07 18:00:00,2023-06,7,Wednesday,18
-0.9,0.0,0.0,0.05,0,5.2,Fair,2023-06-07 19:00:00,2023-06,7,Wednesday,19
-0.9,0.0,0.0,0.05,0,5.2,Fair,2023-06-07 20:00:00,2023-06,7,Wednesday,20
-1.0,0.0,0.0,0.05,0,5.2,Fair,2023-06-07 21:00:00,2023-06,7,Wednesday,21
-1.0,0.0,0.0,0.05,0,5.5,Fair,2023-06-07 22:00:00,2023-06,7,Wednesday,22
-1.1,0.0,0.0,0.05,0,5.5,Fair,2023-06-07 23:00:00,2023-06,7,Wednesday,23
-1.4,0.0,0.0,0.05,0,6.4,Fair,2023-06-08 00:00:00,2023-06,8,Thursday,0
0.5,0.0,0.0,0.05,0,7.9,Fair,2023-06-08 01:00:00,2023-06,8,Thursday,1
3.7,0.0,0.0,0.05,0,5.4,Fair,2023-06-08 02:00:00,2023-06,8,Thursday,2
6.6,0.0,0.0,0.05,0,5.5,Fair,2023-06-08 03:00:00,2023-06,8,Thursday,3
8.8,0.0,0.0,0.04,0,5.4,Fair,2023-06-08 04:00:00,2023-06,8,Thursday,4
10.1,0.0,0.0,0.04,0,5.8,Fair,2023-06-08 05:00:00,2023-06,8,Thursday,5
14.1,0.0,0.0,0.04,0,4.0,Fair,2023-06-08 06:00:00,2023-06,8,Thursday,6
15.1,0.0,0.0,0.04,0,1.9,Fair,2023-06-08 07:00:00,2023-06,8,Thursday,7
11.8,0.0,0.0,0.03,0,5.2,Fair,2023-06-08 08:00:00,2023-06,8,Thursday,8
11.3,0.0,0.0,0.03,0,5.9,Fair,2023-06-08 09:00:00,2023-06,8,Thursday,9
13.5,0.0,0.0,0.03,0,4.8,Fair,2023-06-08 10:00:00,2023-06,8,Thursday,10
15.6,0.0,0.0,0.03,0,3.4,Fair,2023-06-08 11:00:00,2023-06,8,Thursday,11
15.1,0.0,0.0,0.03,0,3.6,Fair,2023-06-08 12:00:00,2023-06,8,Thursday,12
13.1,0.0,0.0,0.02,0,4.8,Fair,2023-06-08 13:00:00,2023-06,8,Thursday,13
4.9,0.0,0.0,0.02,0,5.8,Fair,2023-06-08 14:00:00,2023-06,8,Thursday,14
1.6,0.0,0.0,0.02,0,5.4,Fair,2023-06-08 15:00:00,2023-06,8,Thursday,15
1.1,0.0,0.0,0.02,0,5.2,Fair,2023-06-08 16:00:00,2023-06,8,Thursday,16
0.5,0.0,0.0,0.02,0,5.1,Fair,2023-06-08 17:00:00,2023-06,8,Thursday,17
0.5,0.0,0.0,0.02,0,5.1,Fair,2023-06-08 18:00:00,2023-06,8,Thursday,18
0.5,0.0,0.0,0.02,0,5.2,Fair,2023-06-08 19:00:00,2023-06,8,Thursday,19
0.3,0.0,0.0,0.02,0,5.5,Fair,2023-06-08 20:00:00,2023-06,8,Thursday,20
0.2,0.0,0.0,0.02,0,5.9,Fair,2023-06-08 21:00:00,2023-06,8,Thursday,21
0.2,0.0,0.0,0.02,0,5.9,Fair,2023-06-08 22:00:00,2023-06,8,Thursday,22
0.1,0.0,0.0,0.02,0,6.2,Fair,2023-06-08 23:00:00,2023-06,8,Thursday,23
0.3,0.0,0.0,0.02,0,6.6,Fair,2023-06-09 00:00:00,2023-06,9,Friday,0
2.8,0.0,0.0,0.02,0,7.3,Fair,2023-06-09 01:00:00,2023-06,9,Friday,1
5.2,0.0,0.0,0.02,0,7.0,Fair,2023-06-09 02:00:00,2023-06,9,Friday,2
8.0,0.0,0.0,0.02,0,6.7,Fair,2023-06-09 03:00:00,2023-06,9,Friday,3
10.0,0.0,0.0,0.02,0,6.8,Fair,2023-06-09 04:00:00,2023-06,9,Friday,4
11.8,0.0,0.0,0.02,0,6.7,Fair,2023-06-09 05:00:00,2023-06,9,Friday,5
12.7,0.0,0.0,0.02,0,6.4,Fair,2023-06-09 06:00:00,2023-06,9,Friday,6
12.9,0.0,0.0,0.02,0,6.5,Fair,2023-06-09 07:00:00,2023-06,9,Friday,7
12.8,0.0,0.0,0.02,0,7.1,Fair,2023-06-09 08:00:00,2023-06,9,Friday,8
12.3,0.0,0.0,0.01,0,7.9,Fair,2023-06-09 09:00:00,2023-06,9,Friday,9
14.5,0.0,0.0,0.01,0,6.6,Fair,2023-06-09 10:00:00,2023-06,9,Friday,10
16.6,0.0,0.0,0.01,0,5.9,Fair,2023-06-09 11:00:00,2023-06,9,Friday,11
16.9,0.0,0.0,0.01,0,6.6,Fair,2023-06-09 12:00:00,2023-06,9,Friday,12
15.3,0.0,0.0,0.01,0,4.6,Fair,2023-06-09 13:00:00,2023-06,9,Friday,13
13.7,0.0,0.0,0.01,0,0.8,Fair,2023-06-09 14:00:00,2023-06,9,Friday,14
6.4,0.0,0.0,0.01,0,3.5,Fair,2023-06-09 15:00:00,2023-06,9,Friday,15
2.7,0.0,0.0,0.01,0,4.4,Fair,2023-06-09 16:00:00,2023-06,9,Friday,16
1.1,0.0,0.0,0.01,0,5.1,Fair,2023-06-09 17:00:00,2023-06,9,Friday,17
0.0,0.0,0.0,0.01,0,6.2,Fair,2023-06-09 18:00:00,2023-06,9,Friday,18
0.3,0.0,0.0,0.01,0,5.8,Fair,2023-06-09 19:00:00,2023-06,9,Friday,19
-0.2,0.0,0.0,0.01,0,6.2,Fair,2023-06-09 20:00:00,2023-06,9,Friday,20
-0.2,0.0,0.0,0.01,0,4.2,Fair,2023-06-09 21:00:00,2023-06,9,Friday,21
-0.3,0.0,0.0,0.01,0,4.2,Fair,2023-06-09 22:00:00,2023-06,9,Friday,22
-0.6,0.0,0.0,0.01,0,4.6,Fair,2023-06-09 23:00:00,2023-06,9,Friday,23
-1.0,0.0,0.0,0.01,0,7.1,Fair,2023-06-10 00:00:00,2023-06,10,Saturday,0
1.5,0.0,0.0,0.01,0,4.9,Fair,2023-06-10 01:00:00,2023-06,10,Saturday,1
4.4,0.0,0.0,0.01,0,8.9,Fair,2023-06-10 02:00:00,2023-06,10,Saturday,2
8.8,0.0,0.0,0.01,0,7.1,Fair,2023-06-10 03:00:00,2023-06,10,Saturday,3
12.7,0.0,0.0,0.01,0,5.6,Fair,2023-06-10 04:00:00,2023-06,10,Saturday,4
16.6,0.0,0.0,0.01,0,3.8,Fair,2023-06-10 05:00:00,2023-06,10,Saturday,5
16.0,0.0,0.0,0.01,0,5.1,Fair,2023-06-10 06:00:00,2023-06,10,Saturday,6
16.1,0.0,0.0,0.01,0,5.4,Fair,2023-06-10 07:00:00,2023-06,10,Saturday,7
14.9,0.0,0.0,0.01,0,5.6,Fair,2023-06-10 08:00:00,2023-06,10,Saturday,8
12.0,0.0,0.0,0.01,0,7.4,Fair,2023-06-10 09:00:00,2023-06,10,Saturday,9
11.8,0.0,0.0,0.01,0,6.6,Fair,2023-06-10 10:00:00,2023-06,10,Saturday,10
9.2,0.0,0.0,0.0,0,8.9,Fair,2023-06-10 11:00:00,2023-06,10,Saturday,11
13.7,0.0,0.0,0.0,0,6.5,Fair,2023-06-10 12:00:00,2023-06,10,Saturday,12
12.6,0.0,0.0,0.0,1,6.6,Mainly Clear,2023-06-10 13:00:00,2023-06,10,Saturday,13
11.1,0.0,0.0,0.0,1,1.5,Mainly Clear,2023-06-10 14:00:00,2023-06,10,Saturday,14
8.9,0.0,0.0,0.0,1,2.2,Mainly Clear,2023-06-10 15:00:00,2023-06,10,Saturday,15
2.8,0.0,0.0,0.0,0,3.8,Fair,2023-06-10 16:00:00,2023-06,10,Saturday,16
0.9,0.0,0.0,0.0,0,5.2,Fair,2023-06-10 17:00:00,2023-06,10,Saturday,17
1.6,0.0,0.0,0.0,3,4.8,Overcast,2023-06-10 18:00:00,2023-06,10,Saturday,18
2.0,0.0,0.0,0.0,3,5.2,Overcast,2023-06-10 19:00:00,2023-06,10,Saturday,19
1.9,0.0,0.0,0.0,3,6.4,Overcast,2023-06-10 20:00:00,2023-06,10,Saturday,20
1.2,0.0,0.0,0.0,3,6.4,Overcast,2023-06-10 21:00:00,2023-06,10,Saturday,21
0.8,0.0,0.0,0.0,3,7.1,Overcast,2023-06-10 22:00:00,2023-06,10,Saturday,22
0.0,0.0,0.0,0.0,3,7.2,Overcast,2023-06-10 23:00:00,2023-06,10,Saturday,23
-1.2,0.0,0.0,0.0,1,5.2,Mainly Clear,2023-06-11 00:00:00,2023-06,11,Sunday,0
1.1,0.0,0.0,0.0,0,5.4,Fair,2023-06-11 01:00:00,2023-06,11,Sunday,1
4.2,0.0,0.0,0.0,0,7.6,Fair,2023-06-11 02:00:00,2023-06,11,Sunday,2
10.4,0.0,0.0,0.0,0,5.9,Fair,2023-06-11 03:00:00,2023-06,11,Sunday,3
15.0,0.0,0.0,0.0,0,3.4,Fair,2023-06-11 04:00:00,2023-06,11,Sunday,4
16.3,0.0,0.0,0.0,0,3.9,Fair,2023-06-11 05:00:00,2023-06,11,Sunday,5
13.0,0.0,0.0,0.0,0,6.4,Fair,2023-06-11 06:00:00,2023-06,11,Sunday,6
12.7,0.0,0.0,0.0,1,5.5,Mainly Clear,2023-06-11 07:00:00,2023-06,11,Sunday,7
10.0,0.0,0.0,0.0,1,7.1,Mainly Clear,2023-06-11 08:00:00,2023-06,11,Sunday,8
11.2,0.0,0.0,0.0,1,5.8,Mainly Clear,2023-06-11 09:00:00,2023-06,11,Sunday,9
8.8,0.0,0.0,0.0,1,6.4,Mainly Clear,2023-06-11 10:00:00,2023-06,11,Sunday,10
7.7,0.0,0.0,0.0,1,6.9,Mainly Clear,2023-06-11 11:00:00,2023-06,11,Sunday,11
10.6,0.0,0.0,0.0,2,8.4,Partly Cloudy,2023-06-11 12:00:00,2023-06,11,Sunday,12
11.0,0.0,0.0,0.0,1,3.6,Mainly Clear,2023-06-11 13:00:00,2023-06,11,Sunday,13
8.9,0.0,0.0,0.0,2,2.9,Partly Cloudy,2023-06-11 14:00:00,2023-06,11,Sunday,14
2.5,0.0,0.0,0.0,0,2.9,Fair,2023-06-11 15:00:00,2023-06,11,Sunday,15
0.5,0.0,0.0,0.0,1,5.2,Mainly Clear,2023-06-11 16:00:00,2023-06,11,Sunday,16
1.1,0.0,0.0,0.0,1,4.9,Mainly Clear,2023-06-11 17:00:00,2023-06,11,Sunday,17
-0.2,0.0,0.0,0.0,1,5.2,Mainly Clear,2023-06-11 18:00:00,2023-06,11,Sunday,18
-0.3,0.0,0.0,0.0,1,4.8,Mainly Clear,2023-06-11 19:00:00,2023-06,11,Sunday,19
-0.2,0.0,0.0,0.0,1,4.8,Mainly Clear,2023-06-11 20:00:00,2023-06,11,Sunday,20
-0.7,0.0,0.0,0.0,1,4.8,Mainly Clear,2023-06-11 21:00:00,2023-06,11,Sunday,21
-0.9,0.0,0.0,0.0,0,4.8,Fair,2023-06-11 22:00:00,2023-06,11,Sunday,22
-1.3,0.0,0.0,0.0,0,5.2,Fair,2023-06-11 23:00:00,2023-06,11,Sunday,23
-0.7,0.0,0.0,0.0,0,7.8,Fair,2023-06-12 00:00:00,2023-06,12,Monday,0
2.2,0.0,0.0,0.0,0,5.5,Fair,2023-06-12 01:00:00,2023-06,12,Monday,1
4.5,0.0,0.0,0.0,1,7.5,Mainly Clear,2023-06-12 02:00:00,2023-06,12,Monday,2
9.4,0.0,0.0,0.0,1,5.4,Mainly Clear,2023-06-12 03:00:00,2023-06,12,Monday,3
13.8,0.0,0.0,0.0,0,2.2,Fair,2023-06-12 04:00:00,2023-06,12,Monday,4
15.0,0.0,0.0,0.0,0,3.1,Fair,2023-06-12 05:00:00,2023-06,12,Monday,5
10.8,0.0,0.0,0.0,0,6.1,Fair,2023-06-12 06:00:00,2023-06,12,Monday,6
10.1,0.5,0.0,0.0,53,6.8,Moderate Drizzle,2023-06-12 07:00:00,2023-06,12,Monday,7
11.1,0.3,0.0,0.0,51,5.4,Light Drizzle,2023-06-12 08:00:00,2023-06,12,Monday,8
8.7,0.0,0.0,0.0,1,7.1,Mainly Clear,2023-06-12 09:00:00,2023-06,12,Monday,9
14.4,0.0,0.0,0.0,1,4.6,Mainly Clear,2023-06-12 10:00:00,2023-06,12,Monday,10
12.7,0.0,0.0,0.0,1,3.9,Mainly Clear,2023-06-12 11:00:00,2023-06,12,Monday,11
12.2,1.1,0.0,0.0,55,4.0,Dense Drizzle,2023-06-12 12:00:00,2023-06,12,Monday,12
10.8,0.0,0.0,0.0,2,2.5,Partly Cloudy,2023-06-12 13:00:00,2023-06,12,Monday,13
10.3,0.0,0.0,0.0,1,1.5,Mainly Clear,2023-06-12 14:00:00,2023-06,12,Monday,14
6.3,0.0,0.0,0.0,2,4.1,Partly Cloudy,2023-06-12 15:00:00,2023-06,12,Monday,15
4.2,2.3,0.0,0.0,61,5.6,Light Rain,2023-06-12 16:00:00,2023-06,12,Monday,16
3.8,0.3,0.0,0.0,51,1.1,Light Drizzle,2023-06-12 17:00:00,2023-06,12,Monday,17
2.1,0.2,0.0,0.0,51,5.8,Light Drizzle,2023-06-12 18:00:00,2023-06,12,Monday,18
1.9,0.2,0.0,0.0,51,7.5,Light Drizzle,2023-06-12 19:00:00,2023-06,12,Monday,19
1.7,0.0,0.0,0.0,3,6.4,Overcast,2023-06-12 20:00:00,2023-06,12,Monday,20
0.8,0.1,0.0,0.0,51,6.4,Light Drizzle,2023-06-12 21:00:00,2023-06,12,Monday,21
0.8,0.0,0.0,0.0,3,5.6,Overcast,2023-06-12 22:00:00,2023-06,12,Monday,22
0.6,0.0,0.0,0.0,3,4.5,Overcast,2023-06-12 23:00:00,2023-06,12,Monday,23
0.1,0.0,0.0,0.0,1,3.0,Mainly Clear,2023-06-13 00:00:00,2023-06,13,Tuesday,0
2.5,0.0,0.0,0.0,3,4.2,Overcast,2023-06-13 01:00:00,2023-06,13,Tuesday,1
7.2,0.0,0.0,0.0,2,4.5,Partly Cloudy,2023-06-13 02:00:00,2023-06,13,Tuesday,2
10.2,0.0,0.0,0.0,2,2.8,Partly Cloudy,2023-06-13 03:00:00,2023-06,13,Tuesday,3
10.8,0.3,0.0,0.0,51,7.7,Light Drizzle,2023-06-13 04:00:00,2023-06,13,Tuesday,4
11.1,0.1,0.0,0.0,51,6.1,Light Drizzle,2023-06-13 05:00:00,2023-06,13,Tuesday,5
13.1,0.0,0.0,0.0,3,4.8,Overcast,2023-06-13 06:00:00,2023-06,13,Tuesday,6
13.7,0.0,0.0,0.0,2,6.8,Partly Cloudy,2023-06-13 07:00:00,2023-06,13,Tuesday,7
13.2,0.0,0.0,0.0,1,8.4,Mainly Clear,2023-06-13 08:00:00,2023-06,13,Tuesday,8
11.8,0.5,0.0,0.0,53,6.3,Moderate Drizzle,2023-06-13 09:00:00,2023-06,13,Tuesday,9
12.1,0.1,0.0,0.0,51,5.7,Light Drizzle,2023-06-13 10:00:00,2023-06,13,Tuesday,10
10.9,0.0,0.0,0.0,2,4.8,Partly Cloudy,2023-06-13 11:00:00,2023-06,13,Tuesday,11
11.9,0.0,0.0,0.0,2,6.2,Partly Cloudy,2023-06-13 12:00:00,2023-06,13,Tuesday,12
8.4,0.4,0.0,0.0,51,4.7,Light Drizzle,2023-06-13 13:00:00,2023-06,13,Tuesday,13
5.5,0.0,0.0,0.0,1,4.8,Mainly Clear,2023-06-13 14:00:00,2023-06,13,Tuesday,14
3.5,0.0,0.0,0.0,3,2.8,Overcast,2023-06-13 15:00:00,2023-06,13,Tuesday,15
2.3,0.0,0.0,0.0,3,6.0,Overcast,2023-06-13 16:00:00,2023-06,13,Tuesday,16
2.5,0.0,0.0,0.0,3,4.8,Overcast,2023-06-13 17:00:00,2023-06,13,Tuesday,17
1.0,0.0,0.0,0.0,3,3.3,Overcast,2023-06-13 18:00:00,2023-06,13,Tuesday,18
-0.6,0.0,0.0,0.0,3,5.4,Overcast,2023-06-13 19:00:00,2023-06,13,Tuesday,19
-1.1,0.0,0.0,0.0,3,6.5,Overcast,2023-06-13 20:00:00,2023-06,13,Tuesday,20
-1.5,0.0,0.0,0.0,3,6.6,Overcast,2023-06-13 21:00:00,2023-06,13,Tuesday,21
-1.4,0.0,0.0,0.0,3,7.0,Overcast,2023-06-13 22:00:00,2023-06,13,Tuesday,22
-1.5,0.0,0.0,0.0,3,6.6,Overcast,2023-06-13 23:00:00,2023-06,13,Tuesday,23
-0.2,0.0,0.0,0.0,3,7.5,Overcast,2023-06-14 00:00:00,2023-06,14,Wednesday,0
2.2,0.0,0.0,0.0,2,8.1,Partly Cloudy,2023-06-14 01:00:00,2023-06,14,Wednesday,1
4.7,0.0,0.0,0.0,2,6.3,Partly Cloudy,2023-06-14 02:00:00,2023-06,14,Wednesday,2
9.9,0.0,0.0,0.0,1,4.8,Mainly Clear,2023-06-14 03:00:00,2023-06,14,Wednesday,3
10.4,2.1,0.0,0.0,61,2.5,Light Rain,2023-06-14 04:00:00,2023-06,14,Wednesday,4
10.1,0.0,0.0,0.0,2,2.9,Partly Cloudy,2023-06-14 05:00:00,2023-06,14,Wednesday,5
11.6,0.1,0.0,0.0,51,2.5,Light Drizzle,2023-06-14 06:00:00,2023-06,14,Wednesday,6
12.7,0.0,0.0,0.0,1,4.3,Mainly Clear,2023-06-14 07:00:00,2023-06,14,Wednesday,7
10.1,1.6,0.0,0.0,61,9.8,Light Rain,2023-06-14 08:00:00,2023-06,14,Wednesday,8
10.8,0.0,0.0,0.0,2,2.9,Partly Cloudy,2023-06-14 09:00:00,2023-06,14,Wednesday,9
11.6,0.1,0.0,0.0,51,4.7,Light Drizzle,2023-06-14 10:00:00,2023-06,14,Wednesday,10
11.7,0.0,0.0,0.0,1,6.8,Mainly Clear,2023-06-14 11:00:00,2023-06,14,Wednesday,11
12.0,0.1,0.0,0.0,51,6.0,Light Drizzle,2023-06-14 12:00:00,2023-06,14,Wednesday,12
10.4,0.4,0.0,0.0,51,2.3,Light Drizzle,2023-06-14 13:00:00,2023-06,14,Wednesday,13
8.1,0.0,0.0,0.0,1,3.1,Mainly Clear,2023-06-14 14:00:00,2023-06,14,Wednesday,14
4.5,0.0,0.0,0.0,2,4.9,Partly Cloudy,2023-06-14 15:00:00,2023-06,14,Wednesday,15
3.9,0.0,0.0,0.0,3,4.0,Overcast,2023-06-14 16:00:00,2023-06,14,Wednesday,16
2.5,0.0,0.0,0.0,0,4.1,Fair,2023-06-14 17:00:00,2023-06,14,Wednesday,17
1.2,0.0,0.0,0.0,0,5.5,Fair,2023-06-14 18:00:00,2023-06,14,Wednesday,18
0.9,0.0,0.0,0.0,0,4.7,Fair,2023-06-14 19:00:00,2023-06,14,Wednesday,19
0.1,0.0,0.0,0.0,1,6.5,Mainly Clear,2023-06-14 20:00:00,2023-06,14,Wednesday,20
0.4,0.0,0.0,0.0,2,4.9,Partly Cloudy,2023-06-14 21:00:00,2023-06,14,Wednesday,21
0.6,0.0,0.0,0.0,2,4.6,Partly Cloudy,2023-06-14 22:00:00,2023-06,14,Wednesday,22
0.1,0.0,0.0,0.0,3,4.1,Overcast,2023-06-14 23:00:00,2023-06,14,Wednesday,23
0.8,0.0,0.0,0.0,3,3.8,Overcast,2023-06-15 00:00:00,2023-06,15,Thursday,0
2.8,0.1,0.0,0.0,51,5.8,Light Drizzle,2023-06-15 01:00:00,2023-06,15,Thursday,1
6.4,0.1,0.0,0.0,51,3.6,Light Drizzle,2023-06-15 02:00:00,2023-06,15,Thursday,2
7.0,0.5,0.0,0.0,53,5.8,Moderate Drizzle,2023-06-15 03:00:00,2023-06,15,Thursday,3
8.5,0.2,0.0,0.0,51,3.1,Light Drizzle,2023-06-15 04:00:00,2023-06,15,Thursday,4
10.3,0.0,0.0,0.0,0,3.9,Fair,2023-06-15 05:00:00,2023-06,15,Thursday,5
12.4,0.0,0.0,0.0,0,6.8,Fair,2023-06-15 06:00:00,2023-06,15,Thursday,6
12.8,0.1,0.0,0.0,51,10.0,Light Drizzle,2023-06-15 07:00:00,2023-06,15,Thursday,7
12.5,0.8,0.0,0.0,53,12.6,Moderate Drizzle,2023-06-15 08:00:00,2023-06,15,Thursday,8
11.8,0.6,0.0,0.0,53,8.3,Moderate Drizzle,2023-06-15 09:00:00,2023-06,15,Thursday,9
11.7,0.3,0.0,0.0,51,10.5,Light Drizzle,2023-06-15 10:00:00,2023-06,15,Thursday,10
11.2,0.2,0.0,0.0,51,8.0,Light Drizzle,2023-06-15 11:00:00,2023-06,15,Thursday,11
12.2,0.2,0.0,0.0,51,7.3,Light Drizzle,2023-06-15 12:00:00,2023-06,15,Thursday,12
11.1,0.0,0.0,0.0,1,2.3,Mainly Clear,2023-06-15 13:00:00,2023-06,15,Thursday,13
10.7,0.0,0.0,0.0,0,1.3,Fair,2023-06-15 14:00:00,2023-06,15,Thursday,14
5.5,0.0,0.0,0.0,0,3.2,Fair,2023-06-15 15:00:00,2023-06,15,Thursday,15
2.9,0.0,0.0,0.0,0,4.6,Fair,2023-06-15 16:00:00,2023-06,15,Thursday,16
2.3,0.0,0.0,0.0,0,3.9,Fair,2023-06-15 17:00:00,2023-06,15,Thursday,17
1.5,0.0,0.0,0.0,0,4.6,Fair,2023-06-15 18:00:00,2023-06,15,Thursday,18
1.5,0.0,0.0,0.0,0,4.2,Fair,2023-06-15 19:00:00,2023-06,15,Thursday,19
1.3,0.0,0.0,0.0,0,4.2,Fair,2023-06-15 20:00:00,2023-06,15,Thursday,20
1.1,0.0,0.0,0.0,1,4.7,Mainly Clear,2023-06-15 21:00:00,2023-06,15,Thursday,21
1.1,0.0,0.0,0.0,0,4.9,Fair,2023-06-15 22:00:00,2023-06,15,Thursday,22
0.7,0.0,0.0,0.0,0,5.2,Fair,2023-06-15 23:00:00,2023-06,15,Thursday,23
0.7,0.0,0.0,0.0,0,4.9,Fair,2023-06-16 00:00:00,2023-06,16,Friday,0
3.3,0.0,0.0,0.0,0,7.2,Fair,2023-06-16 01:00:00,2023-06,16,Friday,1
8.5,0.0,0.0,0.0,0,6.3,Fair,2023-06-16 02:00:00,2023-06,16,Friday,2
12.1,0.0,0.0,0.0,0,3.7,Fair,2023-06-16 03:00:00,2023-06,16,Friday,3
13.6,0.0,0.0,0.0,0,4.6,Fair,2023-06-16 04:00:00,2023-06,16,Friday,4
14.2,0.0,0.0,0.0,0,6.2,Fair,2023-06-16 05:00:00,2023-06,16,Friday,5
15.0,0.0,0.0,0.0,0,6.6,Fair,2023-06-16 06:00:00,2023-06,16,Friday,6
15.5,0.0,0.0,0.0,0,7.6,Fair,2023-06-16 07:00:00,2023-06,16,Friday,7
15.8,0.0,0.0,0.0,0,8.6,Fair,2023-06-16 08:00:00,2023-06,16,Friday,8
16.0,0.0,0.0,0.0,0,9.1,Fair,2023-06-16 09:00:00,2023-06,16,Friday,9
15.6,0.0,0.0,0.0,0,8.1,Fair,2023-06-16 10:00:00,2023-06,16,Friday,10
15.1,0.0,0.0,0.0,0,7.2,Fair,2023-06-16 11:00:00,2023-06,16,Friday,11
14.8,0.0,0.0,0.0,0,5.8,Fair,2023-06-16 12:00:00,2023-06,16,Friday,12
