temperature_2m (°C),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),wind_speed_10m (km/h),weather_description,datetime,year_month,day,week,hour
-8.2,0.0,0.0,0.65,0,5.4,Fair,2022-01-11 08:00:00,2022-01,11,Tuesday,8
-8.0,0.0,0.0,0.65,0,5.4,Fair,2022-01-11 09:00:00,2022-01,11,Tuesday,9
-5.7,0.0,0.0,0.65,0,5.1,Fair,2022-01-11 10:00:00,2022-01,11,Tuesday,10
-7.5,0.0,0.0,0.65,0,6.8,Fair,2022-01-11 11:00:00,2022-01,11,Tuesday,11
-8.2,0.0,0.0,0.65,0,8.2,Fair,2022-01-11 12:00:00,2022-01,11,Tuesday,12
-14.9,0.0,0.0,0.65,0,9.2,Fair,2022-01-11 13:00:00,2022-01,11,Tuesday,13
-16.3,0.0,0.0,0.65,0,9.7,Fair,2022-01-11 14:00:00,2022-01,11,Tuesday,14
-17.1,0.0,0.0,0.65,0,9.8,Fair,2022-01-11 15:00:00,2022-01,11,Tuesday,15
-17.8,0.0,0.0,0.65,0,10.1,Fair,2022-01-11 16:00:00,2022-01,11,Tuesday,16
-18.5,0.0,0.0,0.65,0,10.0,Fair,2022-01-11 17:00:00,2022-01,11,Tuesday,17
-18.6,0.0,0.0,0.65,0,9.5,Fair,2022-01-11 18:00:00,2022-01,11,Tuesday,18
-18.8,0.0,0.0,0.65,0,8.4,Fair,2022-01-11 19:00:00,2022-01,11,Tuesday,19
-18.9,0.0,0.0,0.65,0,7.4,Fair,2022-01-11 20:00:00,2022-01,11,Tuesday,20
-19.0,0.0,0.0,0.65,0,7.1,Fair,2022-01-11 21:00:00,2022-01,11,Tuesday,21
-19.1,0.0,0.0,0.65,0,7.1,Fair,2022-01-11 22:00:00,2022-01,11,Tuesday,22
-19.2,0.0,0.0,0.65,0,7.2,Fair,2022-01-11 23:00:00,2022-01,11,Tuesday,23
-19.1,0.0,0.0,0.65,0,10.9,Fair,2022-01-12 00:00:00,2022-01,12,Wednesday,0
-19.2,0.0,0.0,0.65,0,8.2,Fair,2022-01-12 01:00:00,2022-01,12,Wednesday,1
-19.4,0.0,0.0,0.65,0,8.4,Fair,2022-01-12 02:00:00,2022-01,12,Wednesday,2
-18.7,0.0,0.0,0.65,1,7.7,Mainly Clear,2022-01-12 03:00:00,2022-01,12,Wednesday,3
-15.7,0.0,0.0,0.65,1,6.1,Mainly Clear,2022-01-12 04:00:00,2022-01,12,Wednesday,4
-12.8,0.0,0.0,0.65,3,6.5,Overcast,2022-01-12 05:00:00,2022-01,12,Wednesday,5
-10.0,0.0,0.0,0.65,3,6.6,Overcast,2022-01-12 06:00:00,2022-01,12,Wednesday,6
-8.2,0.0,0.0,0.65,3,4.9,Overcast,2022-01-12 07:00:00,2022-01,12,Wednesday,7
-7.7,0.0,0.0,0.65,2,5.3,Partly Cloudy,2022-01-12 08:00:00,2022-01,12,Wednesday,8
-8.4,0.0,0.0,0.65,3,6.3,Overcast,2022-01-12 09:00:00,2022-01,12,Wednesday,9
-7.8,0.0,0.0,0.65,1,6.9,Mainly Clear,2022-01-12 10:00:00,2022-01,12,Wednesday,10
-8.9,0.0,0.0,0.65,1,7.7,Mainly Clear,2022-01-12 11:00:00,2022-01,12,Wednesday,11
-8.0,0.0,0.0,0.64,1,8.9,Mainly Clear,2022-01-12 12:00:00,2022-01,12,Wednesday,12
-15.9,0.0,0.0,0.64,2,9.5,Partly Cloudy,2022-01-12 13:00:00,2022-01,12,Wednesday,13
-16.5,0.0,0.0,0.64,2,9.5,Partly Cloudy,2022-01-12 14:00:00,2022-01,12,Wednesday,14
-16.7,0.0,0.0,0.64,0,8.9,Fair,2022-01-12 15:00:00,2022-01,12,Wednesday,15
-17.2,0.0,0.0,0.64,0,8.1,Fair,2022-01-12 16:00:00,2022-01,12,Wednesday,16
-17.3,0.0,0.0,0.64,0,7.4,Fair,2022-01-12 17:00:00,2022-01,12,Wednesday,17
-17.3,0.0,0.0,0.64,0,6.6,Fair,2022-01-12 18:00:00,2022-01,12,Wednesday,18
-17.4,0.0,0.0,0.64,0,5.8,Fair,2022-01-12 19:00:00,2022-01,12,Wednesday,19
-17.7,0.0,0.0,0.64,1,5.8,Mainly Clear,2022-01-12 20:00:00,2022-01,12,Wednesday,20
-17.5,0.0,0.0,0.64,2,5.8,Partly Cloudy,2022-01-12 21:00:00,2022-01,12,Wednesday,21
-16.9,0.0,0.0,0.64,1,5.5,Mainly Clear,2022-01-12 22:00:00,2022-01,12,Wednesday,22
-17.7,0.0,0.0,0.64,2,6.2,Partly Cloudy,2022-01-12 23:00:00,2022-01,12,Wednesday,23
-17.9,0.0,0.0,0.64,2,9.0,Partly Cloudy,2022-01-13 00:00:00,2022-01,13,Thursday,0
-18.3,0.0,0.0,0.64,3,6.0,Overcast,2022-01-13 01:00:00,2022-01,13,Thursday,1
-17.9,0.0,0.0,0.64,3,5.6,Overcast,2022-01-13 02:00:00,2022-01,13,Thursday,2
-17.0,0.0,0.0,0.64,3,5.0,Overcast,2022-01-13 03:00:00,2022-01,13,Thursday,3
-15.6,0.0,0.0,0.64,3,4.5,Overcast,2022-01-13 04:00:00,2022-01,13,Thursday,4
-11.6,0.0,0.0,0.64,3,4.6,Overcast,2022-01-13 05:00:00,2022-01,13,Thursday,5
-9.4,0.0,0.0,0.64,3,3.7,Overcast,2022-01-13 06:00:00,2022-01,13,Thursday,6
-8.8,0.0,0.0,0.64,3,3.7,Overcast,2022-01-13 07:00:00,2022-01,13,Thursday,7
-8.5,0.0,0.0,0.64,3,3.7,Overcast,2022-01-13 08:00:00,2022-01,13,Thursday,8
-8.7,0.0,0.0,0.64,3,3.9,Overcast,2022-01-13 09:00:00,2022-01,13,Thursday,9
-7.9,0.0,0.0,0.64,3,3.4,Overcast,2022-01-13 10:00:00,2022-01,13,Thursday,10
-8.4,0.0,0.07,0.64,71,3.4,Light Snow,2022-01-13 11:00:00,2022-01,13,Thursday,11
-9.1,0.0,0.07,0.64,71,5.0,Light Snow,2022-01-13 12:00:00,2022-01,13,Thursday,12
-13.3,0.0,0.07,0.64,71,6.8,Light Snow,2022-01-13 13:00:00,2022-01,13,Thursday,13
-13.5,0.0,0.07,0.64,71,6.4,Light Snow,2022-01-13 14:00:00,2022-01,13,Thursday,14
-13.3,0.0,0.07,0.65,71,5.5,Light Snow,2022-01-13 15:00:00,2022-01,13,Thursday,15
-13.3,0.0,0.07,0.65,71,5.0,Light Snow,2022-01-13 16:00:00,2022-01,13,Thursday,16
-13.5,0.0,0.07,0.65,71,4.5,Light Snow,2022-01-13 17:00:00,2022-01,13,Thursday,17
-13.7,0.0,0.14,0.65,71,4.8,Light Snow,2022-01-13 18:00:00,2022-01,13,Thursday,18
-13.2,0.0,0.14,0.65,71,5.7,Light Snow,2022-01-13 19:00:00,2022-01,13,Thursday,19
-13.1,0.0,0.07,0.65,71,5.2,Light Snow,2022-01-13 20:00:00,2022-01,13,Thursday,20
-13.3,0.0,0.07,0.65,71,5.2,Light Snow,2022-01-13 21:00:00,2022-01,13,Thursday,21
-13.9,0.0,0.07,0.65,71,4.7,Light Snow,2022-01-13 22:00:00,2022-01,13,Thursday,22
-13.7,0.0,0.07,0.65,71,4.5,Light Snow,2022-01-13 23:00:00,2022-01,13,Thursday,23
-14.9,0.0,0.07,0.65,71,8.5,Light Snow,2022-01-14 00:00:00,2022-01,14,Friday,0
-15.5,0.0,0.0,0.65,2,5.5,Partly Cloudy,2022-01-14 01:00:00,2022-01,14,Friday,1
-16.6,0.0,0.0,0.65,2,5.5,Partly Cloudy,2022-01-14 02:00:00,2022-01,14,Friday,2
-18.0,0.0,0.0,0.65,1,5.7,Mainly Clear,2022-01-14 03:00:00,2022-01,14,Friday,3
-16.7,0.0,0.0,0.65,0,6.6,Fair,2022-01-14 04:00:00,2022-01,14,Friday,4
-11.6,0.0,0.0,0.65,0,5.3,Fair,2022-01-14 05:00:00,2022-01,14,Friday,5
-8.6,0.0,0.0,0.65,0,3.8,Fair,2022-01-14 06:00:00,2022-01,14,Friday,6
-7.3,0.0,0.0,0.65,0,3.4,Fair,2022-01-14 07:00:00,2022-01,14,Friday,7
-7.0,0.0,0.0,0.65,0,4.0,Fair,2022-01-14 08:00:00,2022-01,14,Friday,8
-7.8,0.0,0.0,0.65,0,5.2,Fair,2022-01-14 09:00:00,2022-01,14,Friday,9
-6.4,0.0,0.0,0.65,0,5.1,Fair,2022-01-14 10:00:00,2022-01,14,Friday,10
-7.0,0.0,0.0,0.65,0,6.8,Fair,2022-01-14 11:00:00,2022-01,14,Friday,11
-6.9,0.0,0.0,0.65,0,7.9,Fair,2022-01-14 12:00:00,2022-01,14,Friday,12
-13.2,0.0,0.0,0.65,1,9.2,Mainly Clear,2022-01-14 13:00:00,2022-01,14,Friday,13
-15.4,0.0,0.0,0.65,1,10.0,Mainly Clear,2022-01-14 14:00:00,2022-01,14,Friday,14
-15.7,0.0,0.0,0.65,3,8.6,Overcast,2022-01-14 15:00:00,2022-01,14,Friday,15
-15.6,0.0,0.0,0.65,3,6.2,Overcast,2022-01-14 16:00:00,2022-01,14,Friday,16
-15.7,0.0,0.0,0.65,1,6.2,Mainly Clear,2022-01-14 17:00:00,2022-01,14,Friday,17
-16.7,0.0,0.0,0.65,2,6.6,Partly Cloudy,2022-01-14 18:00:00,2022-01,14,Friday,18
-17.1,0.0,0.0,0.65,2,7.3,Partly Cloudy,2022-01-14 19:00:00,2022-01,14,Friday,19
-17.0,0.0,0.0,0.65,2,7.4,Partly Cloudy,2022-01-14 20:00:00,2022-01,14,Friday,20
-16.9,0.0,0.0,0.65,3,7.0,Overcast,2022-01-14 21:00:00,2022-01,14,Friday,21
-15.9,0.0,0.0,0.65,3,7.4,Overcast,2022-01-14 22:00:00,2022-01,14,Friday,22
-15.2,0.0,0.0,0.65,3,7.1,Overcast,2022-01-14 23:00:00,2022-01,14,Friday,23
-14.2,0.0,0.0,0.65,3,6.6,Overcast,2022-01-15 00:00:00,2022-01,15,Saturday,0
-12.2,0.0,0.07,0.65,71,7.1,Light Snow,2022-01-15 01:00:00,2022-01,15,Saturday,1
-11.3,0.0,0.0,0.65,3,6.8,Overcast,2022-01-15 02:00:00,2022-01,15,Saturday,2
-11.1,0.0,0.0,0.65,3,6.4,Overcast,2022-01-15 03:00:00,2022-01,15,Saturday,3
-9.9,0.0,0.0,0.65,3,6.8,Overcast,2022-01-15 04:00:00,2022-01,15,Saturday,4
-7.6,0.0,0.0,0.65,2,6.8,Partly Cloudy,2022-01-15 05:00:00,2022-01,15,Saturday,5
-5.3,0.0,0.0,0.65,2,5.4,Partly Cloudy,2022-01-15 06:00:00,2022-01,15,Saturday,6
-3.8,0.0,0.0,0.65,1,4.8,Mainly Clear,2022-01-15 07:00:00,2022-01,15,Saturday,7
-3.0,0.0,0.0,0.65,1,4.7,Mainly Clear,2022-01-15 08:00:00,2022-01,15,Saturday,8
-4.1,0.0,0.0,0.65,1,6.8,Mainly Clear,2022-01-15 09:00:00,2022-01,15,Saturday,9
-5.0,0.0,0.0,0.65,2,9.2,Partly Cloudy,2022-01-15 10:00:00,2022-01,15,Saturday,10
-6.0,0.0,0.0,0.65,2,9.2,Partly Cloudy,2022-01-15 11:00:00,2022-01,15,Saturday,11
-5.7,0.0,0.0,0.65,1,9.9,Mainly Clear,2022-01-15 12:00:00,2022-01,15,Saturday,12
-12.1,0.0,0.0,0.65,1,10.0,Mainly Clear,2022-01-15 13:00:00,2022-01,15,Saturday,13
-12.0,0.0,0.0,0.65,3,7.8,Overcast,2022-01-15 14:00:00,2022-01,15,Saturday,14
-11.9,0.0,0.0,0.65,2,7.3,Partly Cloudy,2022-01-15 15:00:00,2022-01,15,Saturday,15
-12.2,0.0,0.0,0.64,3,8.8,Overcast,2022-01-15 16:00:00,2022-01,15,Saturday,16
-11.2,0.0,0.0,0.64,3,8.9,Overcast,2022-01-15 17:00:00,2022-01,15,Saturday,17
-10.6,0.0,0.0,0.64,3,8.1,Overcast,2022-01-15 18:00:00,2022-01,15,Saturday,18
-10.0,0.0,0.0,0.64,3,7.3,Overcast,2022-01-15 19:00:00,2022-01,15,Saturday,19
-10.3,0.0,0.0,0.64,3,7.1,Overcast,2022-01-15 20:00:00,2022-01,15,Saturday,20
-9.5,0.0,0.0,0.64,3,6.6,Overcast,2022-01-15 21:00:00,2022-01,15,Saturday,21
-9.9,0.0,0.0,0.64,3,7.1,Overcast,2022-01-15 22:00:00,2022-01,15,Saturday,22
-11.5,0.0,0.0,0.64,2,8.9,Partly Cloudy,2022-01-15 23:00:00,2022-01,15,Saturday,23
-11.3,0.0,0.0,0.64,1,12.6,Mainly Clear,2022-01-16 00:00:00,2022-01,16,Sunday,0
-12.4,0.0,0.0,0.64,1,8.6,Mainly Clear,2022-01-16 01:00:00,2022-01,16,Sunday,1
-12.6,0.0,0.0,0.64,1,7.1,Mainly Clear,2022-01-16 02:00:00,2022-01,16,Sunday,2
-12.0,0.0,0.0,0.64,1,7.4,Mainly Clear,2022-01-16 03:00:00,2022-01,16,Sunday,3
-11.1,0.0,0.0,0.64,1,7.8,Mainly Clear,2022-01-16 04:00:00,2022-01,16,Sunday,4
-7.3,0.0,0.0,0.64,1,6.5,Mainly Clear,2022-01-16 05:00:00,2022-01,16,Sunday,5
-4.1,0.0,0.0,0.64,3,6.3,Overcast,2022-01-16 06:00:00,2022-01,16,Sunday,6
-2.0,0.0,0.0,0.64,3,4.7,Overcast,2022-01-16 07:00:00,2022-01,16,Sunday,7
-2.0,0.0,0.0,0.64,1,5.9,Mainly Clear,2022-01-16 08:00:00,2022-01,16,Sunday,8
-1.8,0.0,0.0,0.64,1,6.1,Mainly Clear,2022-01-16 09:00:00,2022-01,16,Sunday,9
0.7,0.0,0.0,0.64,3,6.1,Overcast,2022-01-16 10:00:00,2022-01,16,Sunday,10
-3.8,0.0,0.0,0.64,2,7.7,Partly Cloudy,2022-01-16 11:00:00,2022-01,16,Sunday,11
-3.3,0.0,0.0,0.64,2,9.5,Partly Cloudy,2022-01-16 12:00:00,2022-01,16,Sunday,12
-10.6,0.0,0.0,0.64,3,11.0,Overcast,2022-01-16 13:00:00,2022-01,16,Sunday,13
-9.4,0.0,0.0,0.64,2,7.4,Partly Cloudy,2022-01-16 14:00:00,2022-01,16,Sunday,14
-10.6,0.0,0.0,0.64,2,6.8,Partly Cloudy,2022-01-16 15:00:00,2022-01,16,Sunday,15
-11.4,0.0,0.0,0.64,3,5.7,Overcast,2022-01-16 16:00:00,2022-01,16,Sunday,16
-11.7,0.0,0.0,0.64,3,6.5,Overcast,2022-01-16 17:00:00,2022-01,16,Sunday,17
-12.7,0.0,0.0,0.64,2,7.1,Partly Cloudy,2022-01-16 18:00:00,2022-01,16,Sunday,18
-13.4,0.0,0.0,0.64,0,8.0,Fair,2022-01-16 19:00:00,2022-01,16,Sunday,19
-13.5,0.0,0.0,0.64,3,8.2,Overcast,2022-01-16 20:00:00,2022-01,16,Sunday,20
-12.7,0.0,0.0,0.64,1,7.9,Mainly Clear,2022-01-16 21:00:00,2022-01,16,Sunday,21
-13.2,0.0,0.0,0.64,0,7.2,Fair,2022-01-16 22:00:00,2022-01,16,Sunday,22
-13.7,0.0,0.0,0.64,1,7.9,Mainly Clear,2022-01-16 23:00:00,2022-01,16,Sunday,23
-13.1,0.0,0.0,0.64,3,7.5,Overcast,2022-01-17 00:00:00,2022-01,17,Monday,0
-11.1,0.0,0.0,0.64,2,8.3,Partly Cloudy,2022-01-17 01:00:00,2022-01,17,Monday,1
-12.3,0.0,0.0,0.64,3,6.4,Overcast,2022-01-17 02:00:00,2022-01,17,Monday,2
-12.1,0.0,0.0,0.64,3,4.0,Overcast,2022-01-17 03:00:00,2022-01,17,Monday,3
-10.5,0.0,0.0,0.64,2,2.5,Partly Cloudy,2022-01-17 04:00:00,2022-01,17,Monday,4
-6.7,0.0,0.0,0.64,3,2.9,Overcast,2022-01-17 05:00:00,2022-01,17,Monday,5
-2.4,0.0,0.0,0.64,2,2.3,Partly Cloudy,2022-01-17 06:00:00,2022-01,17,Monday,6
-1.9,0.0,0.0,0.63,1,3.4,Mainly Clear,2022-01-17 07:00:00,2022-01,17,Monday,7
-2.4,0.0,0.0,0.63,2,4.4,Partly Cloudy,2022-01-17 08:00:00,2022-01,17,Monday,8
-3.3,0.0,0.0,0.63,3,4.8,Overcast,2022-01-17 09:00:00,2022-01,17,Monday,9
-4.6,0.0,0.0,0.63,3,5.7,Overcast,2022-01-17 10:00:00,2022-01,17,Monday,10
-7.4,0.0,0.0,0.63,3,6.6,Overcast,2022-01-17 11:00:00,2022-01,17,Monday,11
-5.8,0.0,0.0,0.63,3,6.4,Overcast,2022-01-17 12:00:00,2022-01,17,Monday,12
-6.1,0.0,0.0,0.63,3,2.5,Overcast,2022-01-17 13:00:00,2022-01,17,Monday,13
-6.3,0.0,0.0,0.64,3,3.6,Overcast,2022-01-17 14:00:00,2022-01,17,Monday,14
-7.0,0.0,0.0,0.64,3,4.7,Overcast,2022-01-17 15:00:00,2022-01,17,Monday,15
-6.7,0.0,0.0,0.64,3,3.9,Overcast,2022-01-17 16:00:00,2022-01,17,Monday,16
-8.3,0.0,0.0,0.65,3,3.1,Overcast,2022-01-17 17:00:00,2022-01,17,Monday,17
-7.2,0.0,0.07,0.65,71,1.6,Light Snow,2022-01-17 18:00:00,2022-01,17,Monday,18
-7.1,0.0,0.0,0.65,3,0.8,Overcast,2022-01-17 19:00:00,2022-01,17,Monday,19
-7.1,0.0,0.0,0.65,3,1.6,Overcast,2022-01-17 20:00:00,2022-01,17,Monday,20
-8.9,0.0,0.07,0.65,71,4.8,Light Snow,2022-01-17 21:00:00,2022-01,17,Monday,21
-8.5,0.0,0.14,0.66,71,5.0,Light Snow,2022-01-17 22:00:00,2022-01,17,Monday,22
-8.2,0.0,0.14,0.66,71,4.8,Light Snow,2022-01-17 23:00:00,2022-01,17,Monday,23
-8.6,0.0,0.21,0.66,73,5.6,Moderate Snow,2022-01-18 00:00:00,2022-01,18,Tuesday,0
-8.2,0.0,0.14,0.66,71,3.4,Light Snow,2022-01-18 01:00:00,2022-01,18,Tuesday,1
-8.2,0.0,0.07,0.66,71,3.9,Light Snow,2022-01-18 02:00:00,2022-01,18,Tuesday,2
-8.3,0.0,0.07,0.66,71,3.5,Light Snow,2022-01-18 03:00:00,2022-01,18,Tuesday,3
-7.2,0.0,0.07,0.67,71,3.5,Light Snow,2022-01-18 04:00:00,2022-01,18,Tuesday,4
-5.9,0.0,0.07,0.67,71,3.1,Light Snow,2022-01-18 05:00:00,2022-01,18,Tuesday,5
-4.2,0.0,0.07,0.67,71,2.1,Light Snow,2022-01-18 06:00:00,2022-01,18,Tuesday,6
-3.2,0.0,0.07,0.67,71,1.0,Light Snow,2022-01-18 07:00:00,2022-01,18,Tuesday,7
-2.6,0.0,0.0,0.67,3,2.2,Overcast,2022-01-18 08:00:00,2022-01,18,Tuesday,8
-2.9,0.0,0.07,0.67,71,1.9,Light Snow,2022-01-18 09:00:00,2022-01,18,Tuesday,9
-2.5,0.0,0.07,0.67,71,2.2,Light Snow,2022-01-18 10:00:00,2022-01,18,Tuesday,10
-3.1,0.0,0.0,0.67,1,2.6,Mainly Clear,2022-01-18 11:00:00,2022-01,18,Tuesday,11
-5.9,0.0,0.0,0.67,1,8.3,Mainly Clear,2022-01-18 12:00:00,2022-01,18,Tuesday,12
-10.0,0.0,0.0,0.67,1,8.4,Mainly Clear,2022-01-18 13:00:00,2022-01,18,Tuesday,13
-9.8,0.0,0.0,0.67,1,6.9,Mainly Clear,2022-01-18 14:00:00,2022-01,18,Tuesday,14
-10.3,0.0,0.0,0.67,1,6.1,Mainly Clear,2022-01-18 15:00:00,2022-01,18,Tuesday,15
-11.0,0.0,0.0,0.67,2,6.2,Partly Cloudy,2022-01-18 16:00:00,2022-01,18,Tuesday,16
-10.0,0.0,0.0,0.67,2,6.2,Partly Cloudy,2022-01-18 17:00:00,2022-01,18,Tuesday,17
-9.4,0.0,0.0,0.67,3,6.6,Overcast,2022-01-18 18:00:00,2022-01,18,Tuesday,18
-9.5,0.0,0.0,0.67,2,6.2,Partly Cloudy,2022-01-18 19:00:00,2022-01,18,Tuesday,19
-9.1,0.0,0.0,0.67,3,6.3,Overcast,2022-01-18 20:00:00,2022-01,18,Tuesday,20
-9.2,0.0,0.07,0.67,71,5.9,Light Snow,2022-01-18 21:00:00,2022-01,18,Tuesday,21
-8.9,0.0,0.0,0.67,3,5.9,Overcast,2022-01-18 22:00:00,2022-01,18,Tuesday,22
-9.2,0.0,0.0,0.67,3,5.4,Overcast,2022-01-18 23:00:00,2022-01,18,Tuesday,23
-8.7,0.0,0.0,0.67,3,7.9,Overcast,2022-01-19 00:00:00,2022-01,19,Wednesday,0
-8.0,0.0,0.07,0.67,71,5.8,Light Snow,2022-01-19 01:00:00,2022-01,19,Wednesday,1
-8.2,0.0,0.07,0.67,71,6.2,Light Snow,2022-01-19 02:00:00,2022-01,19,Wednesday,2
-8.2,0.0,0.21,0.67,73,6.0,Moderate Snow,2022-01-19 03:00:00,2022-01,19,Wednesday,3
-8.1,0.0,0.07,0.68,71,7.6,Light Snow,2022-01-19 04:00:00,2022-01,19,Wednesday,4
-6.5,0.0,0.35,0.68,73,5.1,Moderate Snow,2022-01-19 05:00:00,2022-01,19,Wednesday,5
-4.7,0.0,0.0,0.68,3,6.1,Overcast,2022-01-19 06:00:00,2022-01,19,Wednesday,6
-6.3,0.0,0.0,0.69,3,6.7,Overcast,2022-01-19 07:00:00,2022-01,19,Wednesday,7
-6.3,0.0,0.21,0.69,73,4.6,Moderate Snow,2022-01-19 08:00:00,2022-01,19,Wednesday,8
-5.9,0.0,0.21,0.69,73,4.7,Moderate Snow,2022-01-19 09:00:00,2022-01,19,Wednesday,9
-6.4,0.0,0.14,0.7,71,4.0,Light Snow,2022-01-19 10:00:00,2022-01,19,Wednesday,10
-6.9,0.0,0.21,0.7,73,3.3,Moderate Snow,2022-01-19 11:00:00,2022-01,19,Wednesday,11
-7.9,0.1,0.21,0.7,73,4.3,Moderate Snow,2022-01-19 12:00:00,2022-01,19,Wednesday,12
-8.3,0.0,0.21,0.7,73,3.2,Moderate Snow,2022-01-19 13:00:00,2022-01,19,Wednesday,13
-8.6,0.0,0.21,0.71,73,4.0,Moderate Snow,2022-01-19 14:00:00,2022-01,19,Wednesday,14
-9.0,0.0,0.21,0.71,73,4.7,Moderate Snow,2022-01-19 15:00:00,2022-01,19,Wednesday,15
-9.3,0.0,0.28,0.71,73,4.0,Moderate Snow,2022-01-19 16:00:00,2022-01,19,Wednesday,16
-9.6,0.0,0.28,0.71,73,4.3,Moderate Snow,2022-01-19 17:00:00,2022-01,19,Wednesday,17
-10.2,0.0,0.21,0.72,73,4.8,Moderate Snow,2022-01-19 18:00:00,2022-01,19,Wednesday,18
-10.6,0.0,0.14,0.72,71,4.1,Light Snow,2022-01-19 19:00:00,2022-01,19,Wednesday,19
-10.6,0.0,0.07,0.72,71,2.5,Light Snow,2022-01-19 20:00:00,2022-01,19,Wednesday,20
-10.6,0.0,0.07,0.72,71,2.4,Light Snow,2022-01-19 21:00:00,2022-01,19,Wednesday,21
-10.8,0.0,0.07,0.72,71,1.8,Light Snow,2022-01-19 22:00:00,2022-01,19,Wednesday,22
-11.3,0.0,0.07,0.73,71,2.2,Light Snow,2022-01-19 23:00:00,2022-01,19,Wednesday,23
-12.2,0.0,0.0,0.73,3,5.1,Overcast,2022-01-20 00:00:00,2022-01,20,Thursday,0
-14.0,0.0,0.0,0.73,3,4.5,Overcast,2022-01-20 01:00:00,2022-01,20,Thursday,1
-12.7,0.0,0.0,0.73,3,4.6,Overcast,2022-01-20 02:00:00,2022-01,20,Thursday,2
-12.7,0.0,0.0,0.73,3,4.8,Overcast,2022-01-20 03:00:00,2022-01,20,Thursday,3
-12.3,0.0,0.0,0.73,3,3.1,Overcast,2022-01-20 04:00:00,2022-01,20,Thursday,4
-10.3,0.0,0.0,0.73,2,2.3,Partly Cloudy,2022-01-20 05:00:00,2022-01,20,Thursday,5
-9.1,0.0,0.0,0.73,2,3.2,Partly Cloudy,2022-01-20 06:00:00,2022-01,20,Thursday,6
-8.6,0.0,0.0,0.73,2,5.4,Partly Cloudy,2022-01-20 07:00:00,2022-01,20,Thursday,7
-8.3,0.0,0.0,0.73,2,5.5,Partly Cloudy,2022-01-20 08:00:00,2022-01,20,Thursday,8
-8.4,0.0,0.0,0.72,1,4.1,Mainly Clear,2022-01-20 09:00:00,2022-01,20,Thursday,9
-9.9,0.0,0.0,0.72,0,4.0,Fair,2022-01-20 10:00:00,2022-01,20,Thursday,10
-8.9,0.0,0.0,0.72,0,2.7,Fair,2022-01-20 11:00:00,2022-01,20,Thursday,11
-9.4,0.0,0.0,0.72,0,1.1,Fair,2022-01-20 12:00:00,2022-01,20,Thursday,12
-10.0,0.0,0.0,0.72,0,4.5,Fair,2022-01-20 13:00:00,2022-01,20,Thursday,13
-11.4,0.0,0.0,0.72,0,6.0,Fair,2022-01-20 14:00:00,2022-01,20,Thursday,14
-13.8,0.0,0.0,0.72,0,7.8,Fair,2022-01-20 15:00:00,2022-01,20,Thursday,15
-15.7,0.0,0.0,0.72,0,8.6,Fair,2022-01-20 16:00:00,2022-01,20,Thursday,16
-17.1,0.0,0.0,0.72,0,9.6,Fair,2022-01-20 17:00:00,2022-01,20,Thursday,17
-17.1,0.0,0.0,0.72,0,7.6,Fair,2022-01-20 18:00:00,2022-01,20,Thursday,18
-17.7,0.0,0.0,0.72,0,5.7,Fair,2022-01-20 19:00:00,2022-01,20,Thursday,19
-18.7,0.0,0.0,0.72,0,5.8,Fair,2022-01-20 20:00:00,2022-01,20,Thursday,20
-19.8,0.0,0.0,0.72,0,6.5,Fair,2022-01-20 21:00:00,2022-01,20,Thursday,21
-20.7,0.0,0.0,0.72,0,6.8,Fair,2022-01-20 22:00:00,2022-01,20,Thursday,22
-21.1,0.0,0.0,0.72,0,7.2,Fair,2022-01-20 23:00:00,2022-01,20,Thursday,23
-21.2,0.0,0.0,0.72,0,7.9,Fair,2022-01-21 00:00:00,2022-01,21,Friday,0
-20.7,0.0,0.0,0.72,0,7.3,Fair,2022-01-21 01:00:00,2022-01,21,Friday,1
-19.9,0.0,0.0,0.72,0,7.3,Fair,2022-01-21 02:00:00,2022-01,21,Friday,2
-18.8,0.0,0.0,0.72,0,7.3,Fair,2022-01-21 03:00:00,2022-01,21,Friday,3
-16.2,0.0,0.0,0.72,0,6.9,Fair,2022-01-21 04:00:00,2022-01,21,Friday,4
-12.3,0.0,0.0,0.72,0,6.7,Fair,2022-01-21 05:00:00,2022-01,21,Friday,5
-9.6,0.0,0.0,0.72,0,7.3,Fair,2022-01-21 06:00:00,2022-01,21,Friday,6
-8.1,0.0,0.0,0.72,0,7.4,Fair,2022-01-21 07:00:00,2022-01,21,Friday,7
-7.4,0.0,0.0,0.72,0,7.1,Fair,2022-01-21 08:00:00,2022-01,21,Friday,8
-6.7,0.0,0.0,0.72,0,6.4,Fair,2022-01-21 09:00:00,2022-01,21,Friday,9
-4.2,0.0,0.0,0.72,0,5.5,Fair,2022-01-21 10:00:00,2022-01,21,Friday,10
-5.3,0.0,0.0,0.72,1,6.4,Mainly Clear,2022-01-21 11:00:00,2022-01,21,Friday,11
-6.2,0.0,0.0,0.72,0,3.5,Fair,2022-01-21 12:00:00,2022-01,21,Friday,12
-7.1,0.0,0.0,0.72,0,4.6,Fair,2022-01-21 13:00:00,2022-01,21,Friday,13
-8.3,0.0,0.0,0.72,0,6.0,Fair,2022-01-21 14:00:00,2022-01,21,Friday,14
-12.0,0.0,0.0,0.71,0,6.6,Fair,2022-01-21 15:00:00,2022-01,21,Friday,15
